TIEMPO_INICIO,TIEMPO_FIN,COMENTARIO,ALGORITMO,ENTRADA,SALIDA,OUTPUT_FILE,POR_SEGURIDAD,VALOR_KM,MAX_EPOCAS_BL,FACTOR_SOBRANTE,POR_ESTACIONES,POR_CANT,MOD_K,FACTOR_STRESS,HIBRIDO,MAX_ITERACIONES,SEMILLA,PASO_VNS,NUM_VECINOS,TAM_POBLACION,TAM_ELITE,PROB_CRUCE,PROB_MUT,TAM_TORNEO,GEN_BUSQUEDA_LOCAL,BL_FIJA,MAX_EPOCAS_EVO,EVALUACIONES,NUM_LLAMADAS_EVALUACION,PATH_RESULTADO,TOTAL_BICIS,LINEA_XLS,HIJOS_MEJOR_PADRE,CAPACIDADES_BASE,CAPACIDADES_IBASE_CAPACIDADES_MEJOR,MEJOR_INDIV_CAPACIDAD,MEJOR_INDIV_NUM_ESTACIONES,MEJOR_INDIV_FITNESS,MEJOR_INDIV_KM_EXTRA,MEJOR_INDIV_KM_TENDENCIA,MEJOR_INDIV_SOBRANTE,MEJOR_INDIV_VACIAS,MEJOR_INDIV_LLENAS,MEJOR_INDIV_CAPACIDAD_TOTAL,MEJOR_INDIV_USUARIOS_PERDIDOS
18:12:35,18:18:20,,BL,/home/cristobal/TFG/maribel/marzo/Seville_2021-03-01_2021-03-31_15min_,/home/cristobal/TFG/C/RESULTADOS_OMP,bl_EvaluacionesIniciales.csv,0,1,50,10,0.1,0.1,10,1,0,40,0.151174,0,64,0,0,0,0,0,0,0,0,39362,615,/home/cristobal/TFG/C/RESULTADOS_OMP,2523,2,[],[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30 ],[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30 ],[24 40 16 9 27 21 27 33 25 30 11 22 24 21 18 20 22 37 12 16 34 28 19 30 26 15 28 17 22 30 18 22 17 57 26 21 51 23 21 22 24 28 19 22 18 33 16 18 33 23 22 19 23 50 26 19 25 22 24 36 21 21 22 20 16 15 48 13 13 14 5 22 18 11 18 22 16 22 27 28 9 36 19 33 17 13 16 21 14 25 36 31 17 23 40 29 24 20 14 20 19 21 29 22 29 33 20 22 24 25 24 25 24 42 18 17 34 27 17 23 40 26 20 17 41 63 14 38 29 18 22 15 18 23 12 30 11 27 22 44 22 24 14 20 17 28 20 29 22 21 24 20 24 25 23 19 15 42 20 23 23 43 26 37 37 32 18 37 23 22 24 21 21 10 32 25 18 21 33 22 35 19 25 18 27 13 18 34 15 14 21 40 15 25 24 10 24 29 31 15 35 24 34 11 16 57 17 13 24 30 21 31 26 56 14 10 16 16 25 29 18 15 19 25 21 51 37 30 28 22 20 20 11 18 23 22 24 13 12 34 23 22 12 41 18 20 26 32 26 31 41 25 22 18 18 22 18 15 21 41 ],260,1337,108,1214,1,4227,662,6245,5584
18:18:20,18:21:11,,BL,/home/cristobal/TFG/maribel/marzo/Seville_2021-03-01_2021-03-31_15min_,/home/cristobal/TFG/C/RESULTADOS_OMP,bl_EvaluacionesIniciales.csv,0,1,50,10,0.1,0.1,10,1,0,40,0.186665,0,64,0,0,0,0,0,0,0,0,19458,304,/home/cristobal/TFG/C/RESULTADOS_OMP,2523,3,[],[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30 ],[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30 ],[27 43 20 22 25 20 21 30 22 22 18 24 22 30 18 18 21 43 23 22 25 30 18 22 24 15 48 29 23 29 30 20 16 81 14 21 33 25 20 31 20 23 17 17 14 25 24 20 21 31 21 24 22 50 34 16 19 21 21 33 24 24 10 25 26 16 37 15 11 17 10 27 25 11 16 26 16 21 19 21 8 28 16 17 26 23 20 17 16 17 26 23 19 12 52 30 18 19 24 23 29 10 21 31 22 22 17 21 25 22 20 28 23 33 22 15 39 21 22 24 23 25 18 14 44 44 14 38 29 18 21 14 34 23 19 22 13 17 35 35 22 24 14 17 21 23 22 29 17 16 28 16 17 16 20 23 10 17 19 25 28 26 17 37 39 31 25 22 17 14 20 24 22 12 14 17 14 24 27 13 21 31 17 20 15 13 17 25 16 23 22 13 13 32 22 17 9 17 21 16 13 21 25 12 18 38 18 13 22 25 24 21 22 32 21 15 25 8 21 36 25 15 20 24 17 39 26 19 21 31 24 14 19 16 13 27 28 22 11 35 22 24 16 41 18 22 23 24 24 28 41 25 36 13 30 19 18 15 29 44 ],260,1430,114,1302,1,4515,375,5923,5730
18:21:11,18:25:57,,BL,/home/cristobal/TFG/maribel/marzo/Seville_2021-03-01_2021-03-31_15min_,/home/cristobal/TFG/C/RESULTADOS_OMP,bl_EvaluacionesIniciales.csv,0,1,50,10,0.1,0.1,10,1,0,40,0.956879,0,64,0,0,0,0,0,0,0,0,32514,508,/home/cristobal/TFG/C/RESULTADOS_OMP,2523,4,[],[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30 ],[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30 ],[22 37 21 17 28 21 21 25 20 21 19 26 35 24 27 17 17 23 14 23 18 22 13 21 34 15 45 21 24 30 17 15 16 41 22 8 30 22 21 26 25 25 15 22 33 23 20 26 12 29 23 37 33 35 32 18 17 23 23 35 42 26 16 24 19 23 28 15 12 24 12 27 49 11 27 34 18 19 19 21 13 44 21 18 22 12 21 20 15 16 15 30 19 17 37 33 21 18 14 16 30 16 38 25 22 22 27 24 24 22 23 12 26 20 17 15 15 24 13 19 36 23 19 22 43 50 23 39 21 37 33 15 18 21 17 18 13 21 21 43 20 25 17 24 18 22 28 28 19 12 25 17 17 29 25 19 13 11 25 17 22 31 21 31 37 32 32 21 22 43 35 26 42 15 16 18 16 39 27 24 18 24 16 22 23 14 17 23 15 15 24 10 17 36 20 11 16 18 21 20 14 15 24 10 16 35 18 13 22 19 22 27 28 31 17 15 18 14 24 23 21 21 23 25 19 17 26 24 29 23 13 15 9 16 24 21 23 23 15 29 21 36 12 43 18 25 28 29 24 24 47 21 23 16 10 24 21 16 20 24 ],260,1361,123,1224,1,4078,747,5924,5796
18:25:57,18:29:9,,BL,/home/cristobal/TFG/maribel/marzo/Seville_2021-03-01_2021-03-31_15min_,/home/cristobal/TFG/C/RESULTADOS_OMP,bl_EvaluacionesIniciales.csv,0,1,50,10,0.1,0.1,10,1,0,40,0.17029,0,64,0,0,0,0,0,0,0,0,21762,340,/home/cristobal/TFG/C/RESULTADOS_OMP,2523,5,[],[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30 ],[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30 ],[21 31 19 22 28 25 21 26 15 21 11 29 18 23 30 23 18 36 18 24 21 22 13 16 19 14 48 19 23 35 16 15 15 43 21 20 32 29 20 19 19 19 14 19 19 19 16 19 17 23 22 37 19 43 38 17 17 22 24 33 24 32 14 16 20 11 39 14 9 21 15 34 24 8 20 27 18 19 22 16 7 28 24 20 25 33 22 11 15 18 18 25 14 12 32 30 14 17 12 23 23 15 24 23 29 22 23 32 17 23 15 16 23 32 20 14 21 23 16 24 25 22 13 16 46 42 14 46 29 17 27 14 21 15 19 14 15 22 25 47 23 22 15 22 23 21 16 34 11 15 33 19 21 19 25 19 12 15 23 19 23 22 14 35 54 28 13 29 16 19 25 24 35 20 17 19 13 28 25 15 21 21 25 16 21 21 18 16 17 21 35 17 13 24 26 14 18 16 19 10 21 20 20 9 14 18 19 13 18 21 17 14 34 38 21 13 11 21 18 27 23 19 16 29 19 17 22 20 23 27 25 17 17 19 20 18 22 14 14 25 15 30 15 40 18 22 40 29 22 29 45 21 25 9 22 27 18 18 20 112 ],260,1461,188,1260,1,4048,761,5742,6034
18:29:9,18:31:22,,BL,/home/cristobal/TFG/maribel/marzo/Seville_2021-03-01_2021-03-31_15min_,/home/cristobal/TFG/C/RESULTADOS_OMP,bl_EvaluacionesIniciales.csv,0,1,50,10,0.1,0.1,10,1,0,40,0.869767,0,64,0,0,0,0,0,0,0,0,15170,237,/home/cristobal/TFG/C/RESULTADOS_OMP,2523,6,[],[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30 ],[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30 ],[31 33 16 23 23 18 32 31 16 31 10 22 23 19 20 21 19 37 14 22 26 23 15 15 25 14 73 25 19 32 21 10 18 41 23 23 31 19 25 21 24 21 21 18 17 16 16 20 20 19 26 20 17 43 30 16 9 23 31 39 21 13 7 26 16 12 27 22 8 21 12 22 21 18 21 23 16 7 24 10 13 33 23 18 22 16 17 16 17 19 16 22 17 16 49 31 10 20 17 19 24 20 32 22 22 29 24 21 26 28 30 18 24 40 22 18 22 12 24 25 23 23 17 15 49 42 12 45 33 17 21 15 18 20 19 13 21 23 21 50 23 21 15 18 13 25 16 26 28 22 29 24 17 15 12 16 14 21 26 20 26 21 18 32 40 23 30 14 12 24 21 21 19 17 18 22 14 25 28 9 21 16 16 21 23 23 21 29 13 15 30 14 14 25 21 11 15 23 17 12 15 15 26 7 22 25 20 14 18 26 18 22 25 44 15 6 14 14 27 27 28 19 22 23 19 30 43 28 16 16 23 17 12 18 23 22 21 19 11 31 20 23 12 46 19 13 25 22 23 29 35 33 23 20 20 18 19 34 21 225 ],260,1491,179,1298,1,4306,772,5880,6116
18:31:22,18:35:19,,BL,/home/cristobal/TFG/maribel/marzo/Seville_2021-03-01_2021-03-31_15min_,/home/cristobal/TFG/C/RESULTADOS_OMP,bl_EvaluacionesIniciales.csv,0,1,50,10,0.1,0.1,10,1,0,40,0.205901,0,64,0,0,0,0,0,0,0,0,26946,421,/home/cristobal/TFG/C/RESULTADOS_OMP,2523,7,[],[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30 ],[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30 ],[15 40 24 16 25 18 23 34 16 24 10 33 17 19 21 17 15 16 9 25 30 28 26 15 22 17 33 31 20 26 34 15 18 41 25 36 33 19 31 21 23 24 13 29 22 30 19 19 20 23 21 36 31 41 21 16 19 21 31 36 23 21 11 21 21 10 30 16 22 11 15 23 13 19 38 26 25 18 25 15 16 24 17 15 26 24 18 25 14 15 27 25 19 22 42 33 20 19 28 8 25 15 23 24 21 23 24 25 33 21 19 14 23 15 24 19 23 18 28 20 28 29 25 20 52 54 14 32 24 38 19 18 18 22 28 18 15 29 30 39 22 15 15 13 21 30 12 52 23 21 15 22 40 15 19 19 19 24 29 16 27 22 22 32 38 17 21 28 21 18 24 24 19 15 14 18 14 25 23 26 18 27 25 20 23 13 15 21 15 16 26 19 15 17 26 9 17 18 25 15 20 16 16 12 30 23 18 13 11 20 16 16 31 39 21 12 13 15 20 25 21 18 21 25 14 22 22 31 33 19 17 22 22 17 30 22 24 13 21 26 17 21 16 41 25 19 22 42 26 38 40 22 22 12 34 20 16 27 20 44 ],260,1403,163,1226,1,3988,930,5883,5789
18:35:19,18:38:38,,BL,/home/cristobal/TFG/maribel/marzo/Seville_2021-03-01_2021-03-31_15min_,/home/cristobal/TFG/C/RESULTADOS_OMP,bl_EvaluacionesIniciales.csv,0,1,50,10,0.1,0.1,10,1,0,40,0.652576,0,64,0,0,0,0,0,0,0,0,22658,354,/home/cristobal/TFG/C/RESULTADOS_OMP,2523,8,[],[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30 ],[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30 ],[21 41 23 18 26 25 36 23 18 24 10 27 16 21 22 18 17 31 13 24 25 25 16 24 27 22 34 17 19 24 15 18 20 41 20 22 31 19 23 27 21 22 14 19 34 20 21 23 24 23 30 27 30 52 22 26 15 25 21 36 23 23 18 12 20 16 44 13 11 14 22 29 19 14 20 27 21 23 23 17 16 37 24 16 21 17 11 21 17 18 17 25 19 12 41 30 18 23 13 16 28 11 27 26 22 28 23 16 22 18 19 20 22 34 20 18 13 22 19 20 21 33 20 18 52 44 23 32 31 18 30 16 18 21 20 21 9 32 33 48 18 21 16 22 20 23 20 29 23 12 27 17 25 18 10 19 10 15 17 24 22 22 29 39 39 21 20 30 19 16 42 27 16 10 22 16 26 29 27 20 18 21 31 30 23 22 17 24 14 29 24 20 10 19 21 8 14 21 21 16 15 23 20 9 23 23 18 13 17 18 17 22 24 26 19 31 20 12 17 27 25 18 25 21 16 22 26 38 26 24 18 18 16 21 17 22 25 17 25 30 24 23 17 40 18 19 30 18 22 35 64 21 31 13 24 29 16 34 21 60 ],260,1339,160,1165,1,3941,788,5901,5531
