TIEMPO;COMENTARIO;ALGORITMO;PATHENTRADA;PATHSALIDA;OUTPUT_FILE;POR_SEGURIDAD;VALOR_KM;MAX_EPOCAS_BL;FACTOR_SOBRANTE;POR_ESTACIONES;POR_CANT;MOD_K;FACTOR_STRESS;HIBRIDO;MAX_ITERACIONES;SEMILLA;PASO_VNS;NUM_VECINOS;TAM_POBLACION;TAM_ELITE;PROB_CRUCE;PROB_MUT;TAM_TORNEO;GEN_BUSQUEDALOCAL;BL_FIJA;MAX_EPOCAS_EVO;EVALUACIONES;N_LLAMADAS_EVALUACION;PATHRESULTADO;HIJOS_MEJOR_PADRE;TOTALBICIS;LINEAXLS;starti;IBASE-CAPACIDADES_MEJOR;CAPACIDADES_BASE;finali;MEJOR_INDIV_CAPACIDAD;MEJOR_INDIV_NUM_ESTACIONES;MEJOR_INDIV_FITNESS;MEJOR_INDIV_KM_EXTRA;MEJOR_INDIV_KM_TENDENCIA;MEJOR_INDIV_SOBRANTE;MEJOR_INDIV_VACIAS;MEJOR_INDIV_LLENAS;MEJOR_INDIV_CAPACIDAD_TOTAL;MEJOR_INDIV_USUARIOSPERDIDOS
20240620_120738624583;;Evolutivo;../maribel/marzo/Seville_2021-03-01_2021-03-31_15min_;RESULTADOS_EVOLUTIVO;Experimento_Evo_Sevilla6_parametrosBasicos.csv;0.0;1.0;50.0;1000.0;0.1;0.1;10.0;1.0;False;0;0.1037191529206665;0.0;64;64;1;0.8;0.2;2;50;1;50.0;9665;151;RESULTADOS_EVOLUTIVO;[0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1];2523;2;2024-06-20 12:08:13.952589;[ -4  -3   1   6 -12  -2  -1  -3  -1  -4  -5  -4   1  -2  -1  -2  -1  -5   0   2   5  -4   4   5  -1   1  11  -2   0  -5   5   6   3  -2   0   1   5  -2  -6 -11 -10  -1  -3   3  -1  -3  -3  -3  -8   7  -3   2   8   4   3   4   7  -5  -2  -2  -1  -4   5  -5  -2   8 -14   0   0   2   0  -3  -4  -2  -1  -3   6  -1  -1  -5   0  -2  -4   1   6  -1  -4   0   6  -1   2  -1   4  -1   3  -5   1  -2   5  -2  -2  -5  -5  -7  -9   1   3  -1 -12  -2  -1   0   0  -4  -1   3  -1   3   5   0  -4  -3   0   6  -9  -1   5   2  -3   2   1   1  -6  -5  -1   2  -1   4  -2  -3 -10   2  -5  -3  -4  -5  -2   2  -3   5  -2  -3  -1  -2  -1   1   5  -3 -14  -1   4 -11 -10  -8   5  -2  -5  -6   2  -2  -2  -2   1   6   0  -4   0  -4  -1   4  -1   3  -2  -5  -2 -10 -10  -1  -3   7  -3   0   5   2   0   5  -2  -7  -2   7   1   0  -1  -2  -2   5  -1   2  -2   2  -1  -6   4  -3   2  -2  -3   3  -1 -12   7  -1  -2  -1   3  -9  -6   2   1  -9  -5  -7   4  -3 -12   2  -3   0   7  -1   5  -5   1  -5   2  -3  -1   7  -5  -1  17  -1  -2   1   2  -4   2  -4   1 -11];[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30];2024-06-20 12:09:38.584476;[24 28 14 14 32 21 21 32 18 24 20 24 19 20 17 17 18 35 15 16 15 24 11 15 21 14 29 22 20 35 15 14 12 42 20 19 25 22 25 26 28 21 18 17 21 18 18 18 27 13 23 18 11 36 17 11 13 25 22 42 20 22 10 25 17  6 44 15 10 13 12 23 24 17 15 23 14 18 19 20 15 32 24 14 14 21 19 15 14 15 15 21 16 16 36 32 14 18 10 17 22 20 25 27 29 19 17 21 32 22 21 20 20 34 16 12 21 13 12 20 24 23 15 14 49 41 14 38 23 18 19 14 26 25 16 18 14 16 22 43 25 18 23 23 19 25 17 28 23 10 20 18 21 17 16 19 10 23 29 16 14 31 25 38 35 22 20 26 18 17 22 22 19  9 15 19 13 24 21 10 21 17 17 20 22 25 30 19 18 11 23 15  9 18 20 10 17 22 20 13 19 20 16 17 17 25 16 13 22 18 16 24 21 33 13 17 20 12 21 32 13 18 22 21 17 29 26 18 19 29 25 22 11 18 32 18 23 15  8 31 15 25 14 42 17 18 21 23 25 25 23 21 22 13 18 21 13 22 19 41];260;2620.5776690677176;230.359119501215;1272.1051924519566;1.118113357114546;4057;1127;5344;6341
20240620_120738857912;;Evolutivo;../maribel/marzo/Seville_2021-03-01_2021-03-31_15min_;RESULTADOS_EVOLUTIVO;Experimento_Evo_Sevilla6_parametrosBasicos.csv;0.0;1.0;50.0;1000.0;0.1;0.1;10.0;1.0;False;0;0.432569385288727;0.0;64;64;1;0.8;0.2;2;50;1;50.0;9665;151;RESULTADOS_EVOLUTIVO;[0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1];2523;3;2024-06-20 12:09:39.114333;[ -2   3  -1   0  -2   0  -3  -7  -2  -3   1  -1  -2  -2   0   1   3  -6  -2   3   3  -3  -3   4  -1   1   5   3  -3  -3   0   8  -1   3   0   2  -4   2  -1  -1  -1   4   2  -3   1   2   1   0  -3   1  -3  -3  -1  -8   2   0   2  -3  -1  13  -1  -7   0   0   2   2   3  -2   1   2   1   0   1   3  -2  -3   0  -3   2  -3  -2  -1   3   0   6   2  -1  -2   3   0  -6  -2   1   1   4  -1   1  -4   2  -1  -2   2  -2  -1  -3  -2   5   1  -2   0   5  -1  -9   0  -5   0   2   4   2   3  -5  -2  -3   7  -1   0   3  -6   1   3  -3   0   2   2  -8   2   3  -1  -1  -2   4  -6   0   5   4  -2   3  -3   4  -2  -3  -2   4   1  -2   6   1   3  -1  -6  -7  -1  -2   1   4   2   1  -1   4  -2  -3  -2  -1   1   1   2  -4  -2  -4   2   5   3  -3  -2   0 -12  -1  -2   2   1  -1   2  -1  -3   0   0  -1   2   2   0   0   0  -2  -7   2   5   1   0   0   2   2  -3   3  -4   0   0   1   2  -1  -3  -4   1  -3  -4  -3  -3  -1   2  -3  -3   0   0  -1   0   2  -5   2  -3   2  -5  -4  -2  -1   0  -1   0  -4   5  -3  -4   1  -2   1   1   5  -3  -2  -2   0 -25];[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30];2024-06-20 12:11:02.787149;[22 22 16 20 22 19 23 36 19 23 14 21 22 20 16 14 14 36 17 15 17 23 18 16 21 14 35 17 23 33 20 12 16 37 20 18 34 18 20 16 19 16 13 23 19 13 14 15 22 19 23 23 20 48 18 15 18 23 21 27 20 25 15 20 13 12 27 17  9 13 11 20 19 12 16 23 20 20 16 18 17 31 17 15 14 18 16 17 17 14 23 22 19 14 35 28 14 20 13 16 22 13 22 21 23 22 15 19 22 20 15 21 29 30 20 15 18 12 15 17 25 22 18 13 41 40 16 46 19 17 23 15 18 18 23 18 10 21 21 42 11 26 18 15 11 22 12 33 16 17 21 17 16 14 17 14 14 17 16 21 25 21 17 29 36 18 14 21 16 17 23 22 21 14 14 13 17 22 24 12 15 17 18 17 20 27 21 20 13 17 21 13 15 23 20 15 16 13 16 20 20 20 17 22 13 25 14 15 20 18 13 21 22 34 15 15 16 13 21 23 24 16 23 24 23 23 21 18 23 23 20 15 16 15 18 25 18 18 13 35 24 22 16 37 20 15 24 25 23 28 39 22 19 13 15 20 17 20 20 55];260;2764.769223954763;229.59200583891868;1476.5168931059357;1.058660325009909;4168;1814;5194;7115
20240620_120739079085;;Evolutivo;../maribel/marzo/Seville_2021-03-01_2021-03-31_15min_;RESULTADOS_EVOLUTIVO;Experimento_Evo_Sevilla6_parametrosBasicos.csv;0.0;1.0;50.0;1000.0;0.1;0.1;10.0;1.0;False;0;0.7210867644189711;0.0;64;64;1;0.8;0.2;2;50;1;50.0;9665;151;RESULTADOS_EVOLUTIVO;[1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1];2523;4;2024-06-20 12:11:03.176726;[ -8   2   0  -2  -1   2  -4   3  -1  -1   2  -5  -6  -1  -3   0  -4   1   4  -1   2  -2   4   1  -1  -7   6   0   2  10   2  -4   4   4   6   3   2   0  -4  -4   1  -2   0  -3  -1  -7   1  -4  -9  -1  -3   0  -4   0  -1   2   4  -2  -1  -4  -1  -2   0   1  -2   5  -5   0   2   0   0   0   7   0  -6  -1   0  -1   2   2   1  -5   4   0  -5   2   3  -4  -8   0  -2  -9   3   3   1   1   1  -3   4  -5   0   2  -2  -1  -3   2   2  -3   0   1   2  -1  -1  13  -1   0   3   1  -3  -4  -1   3   4   1  -1  -7   5  -7   2  -4   0  -2   5  -9  -1  -3  -2  -1  -4 -10  -2   2   7   2  -2  -5   7  -3   2   2  -1   0  -2   2  -5   1   0   2  -4   3   2  -2  -2   0  -1  -1   0  -3   4   2  -4  -3  -2  -1  -2  -1  -2  -6  -2   3   3   1  -1  -2   0   2   6   0   1  -1  -2  -1   4   2  -2   1   6  -1  -2 -13   3  -3  -5   7   2   5  -1   2  -3   3   1  -7   1   4   3   1  -1  -1   2  -5  -2   1   4  -2  -3  -2   3   3   0   0  -4  -2  -5  -3  -2  -3   0   0   2  -1   1  -2   2   1   3  -4  -3  -2  -1  -2   3   1   1   3   0  -7  -7   0  -1 -13];[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30];2024-06-20 12:12:26.863583;[28 23 15 22 21 17 24 26 18 21 13 25 26 19 19 15 21 29 11 19 18 22 11 19 21 22 34 20 18 20 18 24 11 36 14 17 28 20 23 19 17 22 15 23 21 22 14 19 28 21 23 20 23 40 21 13 16 22 21 44 20 20 15 19 17  9 35 15  8 15 12 20 13 15 20 21 20 18 16 13 14 35 16 15 25 18 12 19 28 14 19 29 17 12 38 26 14 19 11 20 20 13 22 21 23 18 18 23 20 19 18 21 21 17 16 15 17 15 20 24 21 17 11 19 41 47 14 47 18 24 20 17 15 29 16 23 15 21 24 50 17 18 11 18 17 25  8 33 18 13 19 15 22 13 20 19 15 18 19 12 16 22 17 30 41 21 15 23 16 13 24 23 22 16 17 16 15 26 22 11 17 19 16 17 20 13 14 18 14 19 22 16 10 18 22 14  9 16 20 33 17 23 20  8 13 25 16 13 23 17 14 25 24 26 12 14 18 16 18 25 22 16 16 22 23 22 17 17 20 20 24 17 20 18 22 23 20 15 13 31 19 22 13 36 16 19 23 32 21 26 37 19 19 11 20 24 22 18 21 43];260;2738.4617320515326;248.9912304138076;1423.2794592278954;1.0661910424098295;3923;1894;5213;6937
20240620_120739301675;;Evolutivo;../maribel/marzo/Seville_2021-03-01_2021-03-31_15min_;RESULTADOS_EVOLUTIVO;Experimento_Evo_Sevilla6_parametrosBasicos.csv;0.0;1.0;50.0;1000.0;0.1;0.1;10.0;1.0;False;0;0.1431104183729921;0.0;64;64;1;0.8;0.2;2;50;1;50.0;9665;151;RESULTADOS_EVOLUTIVO;[1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0];2523;5;2024-06-20 12:12:27.207379;[  6  -4   3   6  -4   1   0  13   1  -6   1  -2  -1  -5  -1  -2  -1  -9   1  -3   3  -2  -3   0  -3  -4   5   6   2   3   2   5   0   5  -1   0   2   2  -2  -5  -1  -2   0  -2   1  -4  -1  -6 -11   6  -1   4  -6  -5  -1  -4   1   1  -2   6  -4  -8   3   6  -1   2   9  -5   3   1   1   1  -1  -2  -3   1  -4  -3  -4  -4   2  -2  -4  -2   2  -4  -1  -1  -6  -3  -1  -3   1  -2   4  -4  -2  -2   0  -4   1   3  -3  -3  -3  -3  -3   1  -1  -1  -1  -3   0  -4  -2  -1  -5   2   2 -11  -1  -1   1   5 -11  -3  -2   6   0  -2  -1   0   2   1  -5  -2   4   0  -4  -1  -3  -1  -1   4  -4 -14  -2   3   5   2  -2  -6   0  -3  -3   3   1   2  -5   2  -4  -5  -1  -1   8  -3  -4  -1  -2   2  -7  -7  -6   0   3  -2   0  -1   0   2  -2   2  -5  -1  -3   0  -2   4  -1   0  -2   2   1   0   0   2   1   2  -2   2   0  -4   0   2 -12   5  -2   2  -1   7  -5  -3  -5  -3   4  -7   4  -4   3  -3   1  -3  -5  -1   2  -4  -3  -3  -2   0   3  -3   0  -3   7  -1  -2   2   1   2   4 -12  -4  -8   1  -6  -3   1  -2 -11   6  -3   2  -3   5  -4   2  -1   2 -10];[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30];2024-06-20 12:13:52.977741;[14 29 12 14 24 18 20 16 16 26 14 22 21 23 17 17 18 39 14 21 17 22 18 20 23 19 35 14 18 27 18 15 15 35 21 20 28 18 21 20 19 22 15 22 19 19 16 21 30 14 21 16 25 45 21 19 19 19 22 34 23 26 12 14 16 12 21 20  7 14 11 19 21 17 17 19 24 20 22 19 13 32 24 17 18 24 16 16 26 17 18 23 19 17 35 31 17 18 15 19 19 12 23 23 23 23 23 19 21 21 21 23 20 34 17 16 25 14 15 31 21 21 14 15 51 43 21 34 20 22 21 15 18 19 20 22  9 20 24 41 18 21 19 16 19 34 17 27 15 13 20 21 20 18 18 17 14 18 20 13 22 25 16 31 32 23 19 21 22 13 27 27 26 15 12 17 13 21 20 12 22 18 20 16 23 15 22 14 16 18 22 13 13 20 20 13 14 13 20 18 20 24 15 13 27 25 17 13 21 13 20 21 30 33 11 22 13 19 17 23 19 20 25 21 18 24 23 23 22 20 17 18 15 18 13 21 22 13 14 28 16 32 19 45 18 21 23 29 22 35 34 23 18 17 15 21 13 19 18 40];260;2639.8179039757947;182.2637652450724;1344.5933777319112;1.112960760998811;4105;1319;5331;6510
20240620_120739521785;;Evolutivo;../maribel/marzo/Seville_2021-03-01_2021-03-31_15min_;RESULTADOS_EVOLUTIVO;Experimento_Evo_Sevilla6_parametrosBasicos.csv;0.0;1.0;50.0;1000.0;0.1;0.1;10.0;1.0;False;0;0.7853695779920941;0.0;64;64;1;0.8;0.2;2;50;1;50.0;9665;151;RESULTADOS_EVOLUTIVO;[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0];2523;6;2024-06-20 12:13:53.318668;[ -5  -1  -2   4  -5  -1  -2  11  -1   2   4  -3   1  -3  -1  -1   0  -4   4   1 -14  -5  -2  10  -4   2  -1   4   0   7   1   3   1  -3   3  -9   2   7  -5  -9  -1 -10   2  -2   4  -4   3  -3  -2   3  -3   2   5   3  -5   4   7   1  -9   3  -1  -1   0   0  -1   2  -2   2   2   5   0  -1   2   2  -4  -3   4  -1  -2   4   6   4   3   0   5   0  -1   0   3   0  -2  -2   3   5   2  -2  -5  -5  -7  -2  -5  -3  -1  -2  -2  -3  -5  -4  -6   1  -2   3   3  -6  -1   0  -1   2   2   7  -5  -3  -2  -4  -6  -5   5   5  -6  -6  -5  -1   2   5  -4   5   3  -1  -9   9  -3  -1   1   2  -4  -5  -2   5   5   0  -7  -1   2   2  -3   2   0   2   0  -5  -1  -3  -1  -7  -5  -4   4  -2   6   0  -3 -12   7  -3   1  -2   0  -2  -3   4  -1   1  -3  -2   2  -8  -6   0  -1   2  -4   5   0   2  -1  -2  -3  -4  -2   4   1   3   1   2  -1  -2  -7   1  -4  -4  -1  -5  -3   0   1   4   1  -2   8  -2   4   0   1  -4   2  -7  -1  -7   0  -1   1  -4   3  -7   3   3  -2   4  -5  -1   7 -11   0  -5  -2  -1  -3   5  -1   3   5  -2  -3  -2  -7  -1  -3   0   4  -2];[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30];2024-06-20 12:15:19.750843;[25 26 17 16 25 20 22 18 18 18 11 23 19 21 17 16 17 34 11 17 34 25 17 10 24 13 41 16 20 23 19 17 14 43 17 29 28 13 24 24 19 30 13 22 16 19 12 18 21 17 23 18 14 37 25 11 13 19 29 37 20 19 15 20 16 12 32 13  8 10 12 21 18 13 18 23 16 18 20 11  9 26 17 15 15 20 16 15 17 14 19 22 17 10 37 29 20 21 22 17 25 18 21 22 22 23 25 24 26 19 22 17 17 36 16 15 21 14 15 13 25 23 17 24 46 45 14 35 26 26 25 16 18 15 19 15 10 21 29 31 18 21 17 18 19 25 17 25 15 15 25 16 18 13 18 18 15 18 15 20 19 23 16 37 45 24 11 22 14 15 23 32 13 18 14 17 13 22 23 10 21 19 18 17 18 23 26 18 16 16 24 10 14 18 21 17 18 19 20 16 19 17 14 13 16 32 22 14 24 24 16 23 28 30 14 11 16 17 12 22 16 17 19 24 18 27 21 27 20 21 19 19 12 22 17 17 22 11 20 31 13 31 15 42 21 16 23 25 21 21 35 22 23 16 27 18 18 18 16 32];260;2607.873589532407;225.4310940727364;1304.7572001762776;1.0776852952833929;4108;1141;5242;6367
20240620_120739742936;;Evolutivo;../maribel/marzo/Seville_2021-03-01_2021-03-31_15min_;RESULTADOS_EVOLUTIVO;Experimento_Evo_Sevilla6_parametrosBasicos.csv;0.0;1.0;50.0;1000.0;0.1;0.1;10.0;1.0;False;0;0.6646168469184599;0.0;64;64;1;0.8;0.2;2;50;1;50.0;9665;151;RESULTADOS_EVOLUTIVO;[0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0];2523;7;2024-06-20 12:15:20.091025;[  2   1   1  -5  -1  -5  -3  -8   0   2   5   6   0  -2   2  -1  -2  -3  -4   1   1  -1   3   5  -5   2 -14  -2   0  -8   8   1   0  -9   2   0  -1  -4  -6   0  -4   1   1   1  -3   0  -1   1   1  -5  -8   3  -1   0  -3   1   1  -1  -3  -2  -1  -3   1   1  -5  -2  -3   1  -3   5   2  -3   0 -10  -1  -3   6  -3  -6  -1   0  -4  -1   0   0  -1  -2   1   5  -4   2   4   2  -1   4   4   3   0   0  -1   0  -1  -5  -1   3  -5   3   2   2  -3   2   0  -1  10  -3  -4   7   3  -2   3  -3  -4  -4   0   3   0   4   4   1   3   0   0 -12  -2  -1  -6   7   1  -1  -4  -3   3  -2   7  -4  -2   2  -3  -1  -3   2  -6   1  -5   1   2   2   5  -2  -4  -1  -1  -1  -3   0  -4  -7  -3   0 -10   2  -8  -2  -2  -3  -1  -2  -2  -2  -1  -1   0   1   0   5  -1  -1   7   0  -4  -2  -1  -2   0  -4   1  -2  -2  -1   0   0   1  -5  -1  -3   7  -3  -8  -1   0  -1   0  -1   2   0   2  -1   3  -2  -3   1   0   0  -2   1  -5   4 -17  -3  -2   5  -3   2  -2   6   0   0   5   0  -4   1  -4  -1  -6  -3  -8   3  -6  -5   1   1   1  -2   1  -2  -8   2  -2  -1 -24];[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30];2024-06-20 12:16:46.522480;[18 24 14 25 21 24 23 37 17 18 10 14 20 20 14 16 19 33 19 17 19 21 12 15 25 13 54 22 20 38 12 19 15 49 18 20 31 24 25 15 22 19 14 19 23 15 16 14 18 25 28 17 20 40 23 14 19 21 23 42 20 21 14 19 20 16 33 14 13 10 10 23 20 25 15 23 14 20 24 16 15 34 21 15 20 21 17 14 15 18 15 16 18 16 35 23 12 16 15 16 20 16 25 21 17 25 17 18 18 23 18 20 21 20 18 19 13 13 19 17 23 24 19 20 37 40 15 36 19 17 20 15 32 22 16 26  6 19 21 44 18 17 20 13 19 22 13 33 21 18 16 21 19 20 14 18 13 15 17 19 19 21 16 33 40 24 22 23 20 25 18 28 22 17 18 16 15 22 22 15 21 20 14 15 15 16 21 11 15 22 22 16 16 20 24 14 17 17 19 20 20 19 20 16 18 23 18 23 21 20 16 18 26 28 15 13 18 12 22 23 19 17 20 22 19 25 16 37 23 22 15 18 13 17 14 20 20 10 15 34 19 24 16 43 22 23 17 36 25 23 39 19 22 13 22 25 13 20 21 54];260;2788.722233553897;223.8906218684173;1451.870850686669;1.112960760998811;4259;1275;5331;6863
