TIEMPO;COMENTARIO;ALGORITMO;PATHENTRADA;PATHSALIDA;OUTPUT_FILE;POR_SEGURIDAD;VALOR_KM;MAX_EPOCAS_BL;FACTOR_SOBRANTE;POR_ESTACIONES;POR_CANT;MOD_K;FACTOR_STRESS;HIBRIDO;MAX_ITERACIONES;SEMILLA;PASO_VNS;NUM_VECINOS;TAM_POBLACION;TAM_ELITE;PROB_CRUCE;PROB_MUT;TAM_TORNEO;GEN_BUSQUEDALOCAL;BL_FIJA;MAX_EPOCAS_EVO;EVALUACIONES;N_LLAMADAS_EVALUACION;PATHRESULTADO;HIJOS_MEJOR_PADRE;TOTALBICIS;LINEAXLS;starti;CAPACIDADES_BASE;IBASE-CAPACIDADES_MEJOR;finali;MEJOR_INDIV_CAPACIDAD;MEJOR_INDIV_NUM_ESTACIONES;MEJOR_INDIV_FITNESS;MEJOR_INDIV_KM_EXTRA;MEJOR_INDIV_KM_TENDENCIA;MEJOR_INDIV_SOBRANTE;MEJOR_INDIV_VACIAS;MEJOR_INDIV_LLENAS;MEJOR_INDIV_CAPACIDAD_TOTAL;MEJOR_INDIV_USUARIOSPERDIDOS
20240529_193252019302;;BL;../maribel/marzo/Seville_2021-03-01_2021-03-31_15min_;RESULTADOS;bl_EvaluacionesIniciales.csv;0.0;1.0;50.0;10.0;0.1;0.1;10.0;1.0;False;40;0.3372856243718769;0.0;64;0;0;0.0;0.0;0;0;0;0.0;26114;408;RESULTADOS;[];2523;2;2024-05-29 19:33:05.328768;[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30];[ -2 -18  -9   6  -3  -2 -22  -8   2  -1   2  -9 -12 -15  -3  -5   2  -6  -7   1  -2  -5  -2 -23  -5   0 -26  -8   2 -21   2   2  -2 -13   5   5 -13  -3  -3  -8  -3  -9   0   2  -8 -18 -19  -5  -3  -1  -5 -11  -3  -1  -3  -1   8  -2  -3   4  -1  -3 -14   2  -4  -3  -2   2  -4 -45 -10  -1 -10   4  -1 -20 -32 -11 -19  -9   1   6   2  -7  -5   3  -3  -8   6  -1  -7  -4   1   3 -12  -4  -3  -2   3  -2  -2  -1  -5  -3  -4 -24  -2  -2  -2   2  -4   2  -3  10  -7  -2  -6   3  -4  -8 -16  -2  -3  -8  -6  -4   5   6  -6   1  -2   0   2  -1  -1 -15  -1  -4  -4   6  -8  -4   5   1  -4  -2  -7   2   4   0 -11  -9  -3  -8   1   2   4  -2 -11  -2  -9  -2  -3  -4   0  -4  -1 -10   4  -1 -14 -14   3   1  -3  -2  -6 -13 -17  -2  -5 -12  -7  -6  -3   4   1  -8  -1  -4 -18   0   0  -4  -1   4  -6  -1 -15   1   9   3 -14   3  -1 -12  -1  -5  -1  -5  -6 -24 -17 -21   5   4   0  -6   1  -4  -7   1  -2  -5   6  -1  -4  -1  -5  -3   4  -5  -4 -16  -4  -1  -1  -4  -1  -6 -17  -5   3  -2   1 -12  -4  -5  -9 -10 -17 -11  -6   1  -5  -3   1 -15  -1   0];2024-05-29 19:36:48.590435;[22 43 24 14 23 21 42 37 15 21 13 29 32 33 19 20 15 36 22 17 22 25 17 43 25 15 66 28 18 51 18 18 17 53 15 15 43 23 22 23 21 29 15 18 28 33 34 20 22 21 25 31 22 41 23 16 12 22 23 36 20 21 29 18 19 17 32 13 14 60 22 21 30 11 15 40 52 28 37 24 14 24 18 22 25 17 18 23 14 15 24 24 19 12 51 31 18 18 12 17 22 16 25 23 24 44 22 22 22 18 24 18 23 20 22 17 26 13 21 28 36 22 18 28 46 44 14 34 26 19 22 15 18 21 16 35 14 24 24 34 23 24 13 19 19 22 22 28 16 15 29 24 23 23 14 18 11 22 26 17 27 22 18 34 40 24 16 30 16 16 34 34 17 14 18 17 19 33 37 16 25 32 22 21 23 11 19 26 16 22 38 15 14 24 21 11 21 16 33 19 11 17 29 12 16 42 16 20 21 25 21 42 42 51 10 11 17 21 19 24 27 16 22 25 14 21 24 21 25 23 16 20 19 31 24 21 21 19 16 36 37 25 12 39 18 27 24 35 29 34 57 31 26 13 25 20 14 33 21 30];260;1361.9771817260985;106.42438823184958;1240.8877122417714;1.466508125247721;4247;439;6223;5405
20240529_193252247353;;BL;../maribel/marzo/Seville_2021-03-01_2021-03-31_15min_;RESULTADOS;bl_EvaluacionesIniciales.csv;0.0;1.0;50.0;10.0;0.1;0.1;10.0;1.0;False;40;0.1439071772177166;0.0;64;0;0;0.0;0.0;0;0;0;0.0;12354;193;RESULTADOS;[];2523;3;2024-05-29 19:36:49.252670;[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30];[ -1 -12 -11   0  -2  -7  -7  -2  -3  -3  -5  -8   3 -10   1   1  -9 -15   4   1   1 -11  -2  -2  -9   1  -2   5   2  -6   6  -1   1 -11  -2 -16  -2   5  -5  -6  -5  -1   0   1  -2  -1  -5 -19 -13   4  -4 -11  -2 -14  -1   1   7  -3  -4  -5  -4 -11   4  -1  -2   6  -5   1  -5   2   2  -1   2   2 -12  -3  -4 -11  -6   3  -1  -4  -2   0   8  -5  -3  -1   3  -1   4  -4   2 -12  -8 -16   2  -3   2  -1  -2  -5  -3  -4   2  -1   5   4   6 -14   1   6  -6  -4  -4  -8   6   9   2  -5  -7  -2   1   4 -22   1   5   1  -7   7   1   1   4  -2  -1   3  -2  -7  -1   1  -1   5   0  -1  -2 -13   3  -3   8 -12  -9  -2   3   2   2   2   5  -5  -3  -8  -9  -6  -4  -6  -7  -3 -11  -2  -3 -14  -3  -6   5   0   0  -1  -2  -4  -4  -1  -8  -7 -12 -16   1 -11  -2  -1   2  -4   3  -7   0  -1  -1   4   1 -11  -5   0  -6   8  -2   3 -21  -9  -4   3   0   0  -2  -2  -1  -1  -1   7  -8  -3   4  -4  -5   3  -2  -4   2   4  -5  -4   2   1   5  -1  -1  -5 -10  -1  -3   2   4  10  -5  -4   1 -11   2  -6  -1   2  -9 -13  -6  -1  -1  -2   6  -4 -10   5  -7  -7];2024-05-29 19:38:38.937677;[21 37 26 20 22 26 27 31 20 23 20 28 17 28 15 14 26 45 11 17 19 31 17 22 29 14 42 15 18 36 14 21 14 51 22 36 32 15 24 21 23 21 15 19 22 16 20 34 32 16 24 31 21 54 21 14 13 23 24 45 23 29 11 21 17  8 35 14 15 13 10 21 18 13 26 23 24 28 24 12 16 34 22 15 12 25 18 16 17 15 13 24 18 27 47 43 13 19 13 16 22 20 23 24 18 21 15 16 14 34 19 14 26 34 19 23 14  7 15 25 27 22 14 16 62 39 14 39 27 13 19 14 16 22 16 17 15 27 21 39 16 15 18 21 17 33 12 33 12 27 27 17 17 13 13 18 10 25 18 23 27 26 19 36 47 23 26 22 23 29 23 26 15 15 15 16 15 24 24 15 28 27 27 31 19 26 22 19 13 22 17 22 14 21 21 11 14 26 23 20 26 12 17 12 36 39 19 12 20 20 17 20 26 31 16  8 25 18 16 24 25 14 22 24 18 16 25 24 18 19 15 16 16 20 30 21 23 13 11 20 25 24 14 48 17 21 21 28 29 37 46 21 21 16 14 21 25 13 27 37];260;1468.8320987484854;214.2387115159557;1241.8902560395056;1.2703131193024175;4018;968;5728;6128
20240529_193252467822;;BL;../maribel/marzo/Seville_2021-03-01_2021-03-31_15min_;RESULTADOS;bl_EvaluacionesIniciales.csv;0.0;1.0;50.0;10.0;0.1;0.1;10.0;1.0;False;40;0.7396513792501045;0.0;64;0;0;0.0;0.0;0;0;0;0.0;5634;88;RESULTADOS;[];2523;4;2024-05-29 19:38:39.354650;[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30];[ -2  -1  -2   1   1  -1   0  -5   2  -8   0  -5   0  -2   0  -4  -1  -2   3  -3   4   0  -4  -2  -6  -1   3  -4  -1   2   7  -2  -5  -5   3 -11  -1  -1  -1 -10  -1   1  -4  -1  -4   2   2   0  -4  -6  -3  -1  -1  -1   4   1   4   2  -2   4  -7  -5   3   1  -4   3   1   2  -3  -4  -4   4   8   0  -2  -4   0   0 -10   2  -1   0   3  -1   1   4   2   0   1  -5   3  -2   1  -1   1 -10   1  -4  -2  -3  -9  -2  -3  -2  -3  -1  -3   3   2  -1   4   7   2  -1  -3  -9  -4   1   3  -1  -5   1   1  -5   1 -13   3   5   3  -5  -2  -1   2  -2   1  -3   0  -2  -2   4   1   5   3  -1  -1  -1   2  -3  -2   2   2  -4  -9   3  -6   7   3  -6  -4  -2   4  -5   1  -6   8   4  -1  -9  -4  -4   0  -7   3  -2  -1  -1  -2   4   2  -1  -2   6  -3  -6   1   3  -4   1   0   0  -3  -7   3   4   0   0  -9  -3  -2   1  -7  -1  -2   4  -2  -4  -1   1  -1   1   0   4   2   5  -2  -1   6  -1   3  -2  -1   1   2  -2   4  -3   1 -11 -10   0   4  -3  -1  -2   0  -2   5   2   4   2   2  -6   0   6  -3   3  -2  -1  -2   6  -4  -1  -3   2   1  -1   0  -6  -1 -38];2024-05-29 19:39:32.165171;[22 26 17 19 19 20 20 34 15 28 15 25 20 20 16 19 18 32 12 21 16 20 19 22 26 16 37 24 21 28 13 22 20 45 17 31 31 21 20 25 19 19 19 21 24 13 13 15 23 26 23 21 20 41 16 14 16 18 22 36 26 23 12 19 19 11 29 13 13 19 16 16 12 15 16 24 20 17 28 13 16 30 17 16 19 16 13 15 19 19 14 22 19 16 38 37 14 20 17 18 29 17 23 22 23 21 23 17 18 21 16 13 18 31 18 24 24 15 14 21 25 19 14 25 39 53 16 35 17 25 22 16 18 22 14 23 13 22 22 36 14 15 15 21 16 21 13 33 22 13 16 19 29 12 21 13 12 26 19 17 14 25 14 36 32 16 16 29 24 19 20 27 17 17 16 16 15 16 18 15 22 14 18 21 19 12 24 17 15 18 23 22 11 16 20 15 24 18 20 19 27 21 17 11 17 34 16 14 21 19 15 14 23 25 17 16 11 16 17 22 21 16 18 22 16 23 19 31 30 20 16 18 16 17 20 22 15 13 11 28 18 26 15 31 22 12 22 31 22 18 44 21 23 12 19 18 15 24 21 68];260;1756.187619013942;239.32996180407312;1505.7121954579864;1.114546175188268;4322;1786;5335;7279
20240529_193252688468;;BL;../maribel/marzo/Seville_2021-03-01_2021-03-31_15min_;RESULTADOS;bl_EvaluacionesIniciales.csv;0.0;1.0;50.0;10.0;0.1;0.1;10.0;1.0;False;40;0.7923048535070403;0.0;64;0;0;0.0;0.0;0;0;0;0.0;10690;167;RESULTADOS;[];2523;5;2024-05-29 19:39:32.498387;[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30];[ -4  -5  -3 -10 -16  -5  -6  -8   0   1  -4   2   8  -2  -2  -4  -2  11  -1   4  -4  -2  -1   6   2   1  -3   4  -9  11   1  -1 -14  -3  -8   0  -5   1  -4  -1   1 -10  -2  -3   2  -3   1 -15   6   2  -5  -7   4  -5   2   3  -8  -2  -1  -5  -4  -1   2   0  -1   3 -17   3   0  -3  -1  -1  -4  -3  -1 -17   6  -4 -19   6   3  -5   1  -4   4   0  -3  -4   5  -2  -6  -2   2   1   5  -9  -2 -13  -8  -9   0 -12 -18   4  -9  -1   0   4   1  -6   0  -6  -3 -13  -1  -6   1  -2   2   0  -8  -2  -8  -5   0   0   0  -8  -3   1  -2   0   6   1  -3  -8   1  -4  -6   2  -8  -4   1  -3  -1  -4   3  -1   6  -6  -1  -3  -1   0   4   2   3  -4  -7  -1  -5  -3  -2  -1  -2  -8  -1  -1  -2  -5  -1 -13   2  -2  -2  -7   0  -1  -6  -1   3   3  -4  -7  -2 -13  -6  -8  -4  -6   1  -3  -4  -2  -5   5  -2   1  -4   5  -4   4  -2   3   5   4  -3   0  10  -8  -5  -1 -12  -9   3   2  -3   4   1  -5  -4   7   0  -2   1   7  -3 -11  -3   1   6  -2   2  -3   4 -14  -6  -1  -2  -3  -1  -2   2 -12  -4  -6  -2  14  -2   3   1  -8  -5   7   1  -1  -1   1  -3 -53];2024-05-29 19:41:09.698336;[24 30 18 30 36 24 26 37 17 19 19 18 12 20 18 19 19 19 16 14 24 22 16 14 18 14 43 16 29 19 19 21 29 43 28 20 35 19 23 16 17 30 17 23 18 18 14 30 13 18 25 27 15 45 18 12 28 22 21 45 23 19 13 20 16 11 47 12 10 18 13 21 24 18 15 37 14 21 37  9 12 35 19 19 16 20 18 19 15 16 23 22 18 14 34 36 17 29 23 24 20 27 38 16 29 21 20 16 19 26 20 26 23 43 16 21 19 18 15 20 28 22 23 25 40 40 19 48 23 19 22 15 14 19 18 28 12 24 26 38 23 24 17 23 16 24 12 31 14 21 19 18 21 15 11 18 12 24 22 16 23 23 17 31 42 28 16 21 22 20 21 33 18 17 17 22 13 21 26 15 17 17 19 22 22 28 26 26 19 24 19 18 18 22 25 10 17 14 22 15 24 16 17 12 10 26 18 15 10 28 20 19 37 39 12 13 20 11 19 25 24 10 20 22 19 13 23 31 23 19 14 17 13 18 16 34 26 16 17 33 21 22 13 49 23 21 22 16 22 21 39 28 25  7 19 18 16 17 23 83];260;1524.7497180705025;209.33923673032623;1302.9253445982024;1.248513674197384;4201;714;5673;6189
20240529_193252910515;;BL;../maribel/marzo/Seville_2021-03-01_2021-03-31_15min_;RESULTADOS;bl_EvaluacionesIniciales.csv;0.0;1.0;50.0;10.0;0.1;0.1;10.0;1.0;False;40;0.2385823756159302;0.0;64;0;0;0.0;0.0;0;0;0;0.0;6082;95;RESULTADOS;[];2523;6;2024-05-29 19:41:10.092234;[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30];[  0  -2  -1  -7  -4  -4  -1   9   4   4   2  -3   0  -1   1  -5   1  -2  -4   1 -10  -1   4   1   3   2   3   3   3   3   6  -2   0 -14  -4  -3  -7   5  -5  -4  -3  -5  -1   3   0   3   1  -2  -2  -5  -3   1   0 -11   4  -2   8  -3  -4  -9  -3   2  -4   0   0   1  -2   2   2  -2  -1   1  -1  -1  -2  -1  -7   1  -1   3   1  -7   3  -1   0  -5   1  -6   5  -2  -2  -2   1  -2  -2  -3   1   2   2  -3   0   2  -4  -2  -3  -2  -3  -1  -1   1   2   1   1   5  -1  -6  -3   2  -5   3  -6  -4  -1   9  -3   2   5  -1  -1  -3  -5   0   4  -1  -4  -3  -2   0  -2   6  -2  -1  -2  -1  -5  -1  -4   7  -2  -1  -3   2   3   2  -1   1  -3  -4  -4  -2  -1  -3  -1  -5   6  -6  -1   2   1  -4  -2  -3   2   3  -3  -2  -2 -11  -3  -4  -1   2  -7  -1   1  -4  -2   4  -6  -3  -6   1   5   0  -4   2  -7   6  -3  -1   4   0  -8   2   4   0  -1  -2  -2  -1  -2  -5   1   0   0   3  -4   0   5  -4   2  -6  -3  -1  -1  -8  -1  -3  -1   2  -1  -8   4   2  -3   5   0  -1   1   2  -4  -3  -2   3  -6  -5  -1  -4  -2  -4   1  -4  -1   2  -3  -2   1   5   0 -12];2024-05-29 19:42:06.763205;[20 27 16 27 24 23 21 20 13 16 13 23 20 19 15 20 16 32 19 17 30 21 11 19 17 13 37 17 17 27 14 22 15 54 24 23 37 15 24 19 21 25 16 17 20 12 14 17 21 25 23 19 19 51 16 17 12 23 24 49 22 16 19 20 15 13 32 13  8 17 13 19 21 16 16 21 27 16 19 12 14 37 17 16 20 25 14 21 15 16 19 22 19 17 41 30 14 14 13 18 20 13 24 22 23 22 23 21 21 19 18 19 19 25 16 21 23 14 22 17 26 24 16 11 43 38 14 41 21 23 25 15 16 21 19 23 15 20 22 34 17 21 20 21 20 21 19 23 22 16 21 13 17 13 16 19 18 24 19 17 19 23 16 35 34 26 16 18 19 19 22 23 18 12 18 17 15 31 23 18 21 18 22 16 19 19 22 14 21 21 26 14  9 20 24 13 22  9 21 21 16 20 23 13 11 30 16 17 22 21 17 23 24 30 15 12 21 15 15 24 18 23 23 21 21 28 21 23 21 18 21 23 11 13 23 15 20 16 14 28 24 23 17 34 25 20 21 34 22 28 39 24 21 12 23 19 14 13 20 42];260;1584.2178576254432;157.08870372482076;1415.9004579037933;1.1228695996829172;4463;1170;5356;6582
20240529_193253130292;;BL;../maribel/marzo/Seville_2021-03-01_2021-03-31_15min_;RESULTADOS;bl_EvaluacionesIniciales.csv;0.0;1.0;50.0;10.0;0.1;0.1;10.0;1.0;False;40;0.204350739878344;0.0;64;0;0;0.0;0.0;0;0;0;0.0;10498;164;RESULTADOS;[];2523;7;2024-05-29 19:42:07.095935;[20 25 15 20 20 19 20 29 17 20 15 20 20 18 16 15 17 30 15 18 20 20 15 20 20 15 40 20 20 30 20 20 15 40 20 20 30 20 19 15 18 20 15 20 20 15 15 15 19 20 20 20 19 40 20 15 20 20 20 40 19 18 15 20 15 14 30 15 10 15 12 20 20 15 14 20 20 17 18 15 15 30 20 15 20 20 15 15 20 14 17 20 20 15 39 27 15 16 15 15 20 15 20 20 20 20 20 20 20 20 20 20 20 30 15 15 20 16 17 20 20 20 15 20 40 40 19 40 20 20 20 15 20 20 15 20 13 20 20 40 15 20 18 20 15 20 15 30 20 15 18 15 20 15 15 20 15 20 15 15 18 20 15 30 40 20 15 20 20 15 20 20 20 15 15 15 13 20 20 14 20 20 15 15 20 15 20 18 15 18 20 15 14 20 20 15 15 15 18 20 20 20 15 15 15 30 15 15 20 20 15 18 25 30 15 15 17 15 20 20 20 17 20 20 20 20 20 20 20 20 20 15 15 15 20 20 20 15 15 30 20 20 15 37 19 15 20 30 20 24 40 20 20 14 20 17 15 18 20 30];[  6  -8   0  -3  -9   3  -6   5  -7  -3  -1  -1 -10   4  -6  -8   1   1   1   5   5  -2   4  -3  -4  -2   2   1  -1   3   7   1  -1   1  -6   0  -4  -5 -11  -3  -4   0   2  -1   3  -3  -1  -2  -6  -3  -3  -2  -3   1  -7  -2   6   5  -3   3  -5  -5   2   2  -4   0  -6   4   0  -3   1  -1   6   1  -2  -7   7  -2  -6   6  -1  -8  -1  -2   2   2  -7   1   7  -4  -4  -6   2  -1 -10  -5   1  -2  -3  -4  -5  -4  -1  -2  -2 -10  -2   1  -4 -11   1   5  -1  -8  -2  -2   2   3  -7  -7  -7  -1  -1  -1  10  -1   5  -2  -6  -2  -5   2   2  -1  -6  -1  -1  -2  -4 -10  -9  -2  -7  -7  -1  -6  -1  -2  -2   0  -2  -1 -10  -5  -9  -4  -2   3  -2  -3  -3  -1  -2 -10  15  -6  -5  -5   3  -2  -4 -11  -3  -2   2  -5  -1  -3  -2   0  -3   1   3  -3   2  -4 -11  -6  -3  -3  -4   1  -5   0  -8   0  -1  -2  -3   5  -1  -2 -11   4   5  -1  -5   0  -5 -10  -1  -9   1 -14  -3   4   3  -1  -1  -9  -1   2   1  -2  -5  -1  -2  -3  -9   2   0   5   5  -3  -5  -7  -5   1   1 -13   4  -3   2   1   5 -10  -8   4  -5   0  10  -5  -7   1   0  -9  -4   4  -1 -46];2024-05-29 19:43:42.248454;[14 33 15 23 29 16 26 24 24 23 16 21 30 14 22 23 16 29 14 13 15 22 11 23 24 17 38 19 21 27 13 19 16 39 26 20 34 25 30 18 22 20 13 21 17 18 16 17 25 23 23 22 22 39 27 17 14 15 23 37 24 23 13 18 19 14 36 11 10 18 11 21 14 14 16 27 13 19 24  9 16 38 21 17 18 18 22 14 13 18 21 26 18 16 49 32 14 18 18 19 25 19 21 22 22 30 22 19 24 31 19 15 21 38 17 17 18 13 24 27 27 21 16 21 30 41 14 42 26 22 25 13 18 21 21 21 14 22 24 50 24 22 25 27 16 26 16 32 22 15 20 16 30 20 24 24 17 17 17 18 21 21 17 40 25 26 20 25 17 17 24 31 23 17 13 20 14 23 22 14 23 19 12 18 18 19 31 24 18 21 24 14 19 20 28 15 16 17 21 15 21 22 26 11 10 31 20 15 25 30 16 27 24 44 18 11 14 16 21 29 21 15 19 22 25 21 22 23 29 18 20 10 10 18 25 27 25 14 14 43 16 23 13 36 14 25 28 26 25 24 30 25 27 13 20 26 19 14 21 76];260;1455.9611670175902;145.5821892642592;1298.0682365721975;1.231074118113357;4421;573;5629;6060
